cell	X	Y	d1h1	d1h2	d1h3	d1h4	d1h5	d1h6	d1h7	d1h8	d1h9	d1h10	d1h11	d1h12	d1h13	d1h14	d1h15	d1h16	d1h17	d1h18	d1h19	d1h20	d1h21	d1h22	d1h23	d2h1	d2h2	d2h3	d2h4	d2h5	d2h6	d2h7	d2h8	d2h9	d2h10	d2h11	d2h12	d2h13	d2h14	d2h15	d2h16	d2h17	d2h18	d2h19	d2h20	d2h21	d2h22	d2h23	d2h24	d3h1	d3h2	d3h3	d3h4	d3h5	d3h6	d3h7	d3h8	d3h9	d3h10	d3h11	d3h12	d3h13	d3h14	d3h15	d3h16	d3h17	d3h18	d3h19	d3h20	d3h21	d3h22	d3h23
177	539250	418250	0	0	0	0	0	1	0	0	0	0	0	2	1	0	5	4	0	2	0	0	0	0	0	0	0	1	0	1	2	6	5	4	2	1	4	3	1	2	3	1	0	0	3	2	1	1	0	3	2	3	0	1	0	1	3	0	0	0	0	1	0	0	2	5	1	1	0	0	0	0
178	539250	418750	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	2	1	0	1	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
179	539250	419250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
180	539250	419750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181	539750	410250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182	539750	410750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183	539750	411250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184	539750	411750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
185	539750	412250	0	0	0	0	0	4	1	2	0	0	0	1	1	3	1	1	0	0	0	0	0	0	0	0	0	1	0	3	1	0	1	2	1	1	0	0	0	1	5	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	1	0	0	1	1	3	1	1	0	1	0	0	0
186	539750	412750	0	0	0	3	8	18	9	5	1	3	3	5	1	8	2	1	2	2	11	3	1	1	1	2	2	3	4	5	7	1	3	8	1	2	4	2	2	1	3	1	4	2	2	0	0	0	2	1	1	6	1	0	2	2	1	3	0	3	1	5	2	5	2	7	0	0	2	2	1	1
187	539750	413250	1	1	0	1	8	12	6	5	2	2	4	2	2	1	4	3	3	1	7	13	4	2	4	2	0	5	8	5	7	4	1	4	6	5	3	2	4	5	2	1	5	1	3	1	5	2	7	5	11	7	6	3	0	1	5	6	5	5	3	3	1	0	5	4	1	1	0	4	6	2
188	539750	413750	1	0	0	2	6	6	3	7	6	3	1	2	3	3	3	5	4	6	17	19	6	4	0	3	4	2	16	8	7	5	5	11	4	1	7	5	4	2	2	3	4	3	6	5	8	3	9	12	12	13	10	10	6	2	4	5	4	3	3	1	1	3	7	1	2	4	0	3	7	4
189	539750	414250	2	1	0	2	11	7	9	1	1	3	3	3	1	3	5	2	2	10	19	7	5	4	5	4	5	3	15	26	21	6	6	6	6	7	4	3	3	0	3	1	1	1	3	9	7	5	12	14	13	13	19	21	15	1	5	6	7	5	5	1	2	4	5	6	1	2	3	8	5	2
190	539750	414750	2	4	0	4	7	10	4	2	6	10	2	5	3	5	6	7	1	10	10	14	1	4	3	3	11	8	21	22	18	11	8	7	5	8	9	6	2	4	1	1	3	3	10	11	10	7	8	12	15	15	29	23	14	3	5	5	7	3	5	5	6	6	7	1	5	2	1	5	5	2
191	539750	415250	7	2	0	1	11	13	11	11	6	1	7	8	8	7	5	7	3	5	13	12	9	5	2	11	6	7	29	27	28	9	8	14	3	6	11	3	2	1	3	2	4	3	15	11	21	7	4	15	10	30	28	24	16	8	11	10	9	9	8	4	7	3	4	2	6	9	8	16	9	5
192	539750	415750	12	10	4	6	5	13	6	10	4	9	10	13	12	10	2	5	5	7	14	20	7	5	6	8	17	15	22	32	22	18	7	8	10	7	14	5	6	3	0	2	2	9	13	21	11	5	9	19	13	23	33	30	30	7	10	13	3	5	9	6	5	13	5	4	9	6	5	14	10	1
193	539750	416250	13	8	0	0	10	15	11	9	8	8	5	9	12	6	3	8	2	8	13	6	9	6	5	8	21	10	10	7	15	12	21	8	9	4	13	9	4	9	0	3	5	5	9	17	10	6	9	15	10	15	23	23	8	6	2	10	4	4	4	1	3	14	6	1	10	2	8	9	12	10
194	539750	416750	13	2	4	4	8	15	7	5	5	5	9	7	16	12	3	9	3	15	18	8	10	6	2	13	22	3	10	8	12	13	12	15	10	6	7	8	12	3	5	5	14	3	7	20	9	6	15	17	18	18	27	23	16	7	8	17	5	7	5	4	19	22	6	6	5	3	5	16	11	7
195	539750	417250	9	3	1	2	2	4	8	6	2	2	7	19	11	12	3	6	4	8	7	3	1	1	2	2	7	5	4	7	13	8	20	8	8	5	14	9	4	1	3	3	3	2	16	10	5	4	5	7	10	9	17	12	9	5	11	11	3	2	3	6	3	5	5	7	7	2	6	12	13	2
196	539750	417750	2	2	1	1	1	3	1	0	0	0	6	5	1	5	6	9	0	2	1	2	0	0	0	1	2	0	0	1	1	7	5	2	4	6	4	7	3	7	1	1	0	3	4	2	2	1	1	2	2	2	3	2	1	1	6	3	0	1	0	2	3	0	1	5	1	0	2	3	1	0
197	539750	418250	2	4	1	0	1	2	2	0	1	0	1	0	0	2	11	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	1	2	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	4	0	0	0	0	1	0
198	539750	418750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199	539750	419250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200	539750	419750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201	540250	410250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202	540250	410750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203	540250	411250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
204	540250	411750	1	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
205	540250	412250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
206	540250	412750	1	0	0	0	5	3	6	0	2	0	0	0	3	3	1	2	2	0	1	0	0	0	0	2	1	2	4	8	1	2	2	2	3	4	3	2	2	1	6	0	4	0	3	0	2	0	0	2	1	1	0	3	0	1	2	2	3	2	1	4	0	1	2	1	0	0	2	1	0	0
207	540250	413250	2	3	1	4	8	15	8	6	6	6	6	11	7	8	3	5	3	7	12	8	4	3	8	2	2	4	8	15	15	5	3	6	10	4	3	4	5	4	4	0	10	3	8	1	1	1	6	13	10	19	10	10	8	4	8	6	8	4	6	14	2	5	4	9	6	2	4	11	6	1
208	540250	413750	3	4	1	2	4	18	10	8	10	2	4	3	4	5	7	5	4	2	11	9	5	5	7	9	6	12	16	13	15	12	4	7	3	9	10	4	5	7	2	1	4	3	7	8	13	3	10	12	15	21	10	13	8	4	6	10	7	7	4	7	2	3	8	6	1	1	2	12	7	1
209	540250	414250	6	3	0	2	12	16	7	9	11	4	4	13	4	8	11	9	4	15	36	21	9	8	8	18	12	7	31	27	15	13	9	1	13	9	6	2	7	4	2	0	7	4	16	12	12	8	17	20	27	36	21	28	23	8	4	11	9	7	5	1	6	6	11	3	3	3	3	16	12	7
210	540250	414750	6	3	3	5	11	13	8	5	6	9	7	8	10	11	11	5	3	11	34	24	8	16	10	14	8	5	32	43	26	12	8	12	10	8	18	6	4	8	7	1	4	10	14	27	17	9	10	20	12	26	37	43	30	3	12	16	8	9	11	3	6	4	9	5	5	5	8	28	29	10
211	540250	415250	10	2	4	2	12	13	16	15	14	10	5	13	8	22	7	10	5	12	34	22	12	9	13	20	20	16	25	43	34	19	19	16	7	8	28	8	6	9	3	2	8	11	18	33	21	13	8	13	11	28	48	35	39	8	11	23	16	9	11	5	9	11	7	2	11	11	13	38	20	14
212	540250	415750	7	10	3	5	12	11	24	10	10	12	8	15	20	20	11	13	5	10	23	16	15	7	11	15	40	9	33	36	36	17	26	24	16	14	15	16	8	13	2	1	13	13	20	31	20	8	15	15	16	27	36	33	35	17	16	19	8	6	15	12	8	8	7	2	15	9	7	27	19	10
213	540250	416250	18	10	3	8	13	16	11	13	6	5	12	12	20	14	7	8	6	17	32	4	6	7	10	15	27	15	12	19	20	15	33	16	11	10	16	13	8	9	6	4	5	4	29	23	12	10	13	16	14	21	42	40	35	14	14	31	7	7	11	6	10	15	6	4	22	9	10	31	14	2
214	540250	416750	18	4	4	8	8	11	8	6	4	8	11	16	14	28	8	9	5	30	17	6	4	5	6	9	14	15	21	10	20	17	26	9	14	9	19	10	10	8	6	6	17	5	22	25	19	9	12	25	12	16	24	23	21	9	30	23	7	8	8	12	7	10	9	8	12	6	19	9	15	9
215	540250	417250	12	1	2	1	3	1	7	1	3	2	6	6	4	12	5	2	3	1	2	1	1	2	1	1	4	2	4	6	4	7	9	6	3	10	8	8	8	7	3	6	5	1	2	3	5	2	3	7	8	3	5	2	3	1	10	4	2	2	0	4	2	2	3	7	3	3	4	1	1	0
216	540250	417750	10	0	1	0	0	2	4	0	1	3	1	0	1	9	13	5	1	5	0	0	0	0	0	1	0	3	0	1	2	4	11	4	4	4	7	7	5	4	1	2	1	5	8	2	1	3	4	5	3	1	1	1	1	0	5	3	2	1	3	1	0	0	2	6	7	0	5	5	1	1
217	540250	418250	4	1	0	0	1	3	1	1	0	0	2	0	1	1	4	1	0	5	0	0	0	0	0	0	0	1	1	0	5	0	2	1	0	0	2	0	1	1	1	2	1	3	3	1	1	0	1	2	2	1	1	1	1	2	0	1	0	0	1	1	0	0	0	3	0	0	0	0	1	0
218	540250	418750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
219	540250	419250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220	540250	419750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221	540750	410250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222	540750	410750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
223	540750	411250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
224	540750	411750	1	0	0	0	0	2	0	0	1	0	0	1	3	4	0	1	0	0	2	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	0	1	1	0	0	0	0	0
225	540750	412250	1	2	0	1	2	2	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	3	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	2	0	0	0	0	0	0	0
226	540750	412750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227	540750	413250	0	0	0	0	4	2	8	2	4	4	2	2	10	7	5	1	6	11	13	8	2	0	1	2	9	4	9	14	10	5	5	2	7	2	5	3	6	4	9	3	11	5	15	9	3	2	8	7	6	2	3	12	8	4	6	9	6	1	2	1	1	5	9	6	5	2	2	11	8	2
228	540750	413750	5	4	2	0	10	31	22	6	4	5	5	9	11	14	10	3	9	23	48	25	8	7	4	10	12	8	22	34	21	10	22	18	6	12	9	9	11	9	4	4	5	9	34	24	14	8	12	14	13	13	21	21	22	12	5	24	15	9	8	9	2	4	12	11	3	4	9	37	24	9
229	540750	414250	16	4	2	2	13	23	16	10	7	7	5	10	15	15	10	15	3	25	41	30	6	7	6	28	14	15	29	45	37	15	25	28	17	12	9	6	9	13	7	5	13	12	31	33	21	16	11	19	23	28	41	32	27	14	13	29	19	9	9	6	7	6	13	9	6	9	10	45	20	14
230	540750	414750	12	1	5	4	5	16	20	10	11	3	4	16	13	16	8	10	10	20	69	24	7	4	10	20	27	15	42	50	55	19	40	29	12	10	8	6	6	10	5	6	11	9	25	21	19	15	13	23	16	15	33	41	43	18	12	30	11	12	10	8	11	17	10	6	9	10	17	62	23	5
231	540750	415250	5	1	1	0	6	12	27	19	15	6	9	27	26	25	10	12	16	24	54	17	13	9	14	25	37	19	41	61	58	16	42	28	20	12	12	13	8	10	8	2	10	9	20	23	26	10	19	21	29	9	32	37	55	19	23	33	14	18	9	19	11	21	15	11	12	20	19	55	24	9
232	540750	415750	9	0	3	0	3	10	11	13	16	12	20	18	24	31	9	13	12	33	34	10	14	7	14	21	32	18	40	46	49	27	40	30	20	28	12	22	17	8	8	1	13	9	11	11	21	7	14	17	22	12	23	33	56	17	24	25	20	8	13	21	15	21	12	7	25	19	22	26	25	13
233	540750	416250	11	5	4	6	3	19	17	12	10	15	7	19	25	37	12	17	10	34	25	6	5	7	7	13	27	9	26	33	31	32	25	20	17	21	21	22	8	18	15	7	22	12	27	20	32	20	22	35	28	15	27	30	40	16	28	21	14	10	11	18	13	12	29	13	28	7	16	27	19	6
234	540750	416750	6	3	1	1	3	7	4	4	5	3	2	7	7	7	5	1	4	6	8	2	1	1	2	5	4	6	11	8	13	22	13	9	16	16	23	16	11	12	10	14	13	7	9	5	13	8	13	12	10	12	6	10	12	4	10	8	4	7	5	5	4	3	11	5	13	11	9	3	4	3
235	540750	417250	7	1	1	0	0	3	1	5	0	1	0	3	2	6	4	4	2	3	3	1	0	0	0	5	3	3	6	2	5	11	8	7	10	6	5	12	8	4	6	4	5	2	1	2	2	2	3	2	8	5	1	4	1	2	3	2	3	1	2	4	4	5	8	6	4	4	0	2	1	1
236	540750	417750	7	1	0	1	2	6	5	2	1	2	0	2	2	4	2	8	4	2	1	1	1	0	1	1	2	4	0	2	4	5	4	2	4	0	3	0	1	2	1	3	0	1	7	0	1	1	2	3	0	1	1	1	0	3	8	2	2	0	1	0	2	1	5	8	1	2	4	1	1	1
237	540750	418250	2	2	1	2	1	3	4	2	1	0	0	0	1	2	3	4	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	3	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	0	1	0	0	0
238	540750	418750	0	0	0	2	0	0	1	0	1	0	1	1	0	0	1	2	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	2	2	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
239	540750	419250	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	2	0	0	1	1	0	0	1	0	0	1	0	0	1	2	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
240	540750	419750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
241	541250	410250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
242	541250	410750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
243	541250	411250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
244	541250	411750	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	1	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245	541250	412250	0	0	0	0	3	2	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	4	1	1	0	2	2	0	1	1	3	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0	1	0
246	541250	412750	2	3	2	0	5	1	0	1	2	2	0	3	6	1	2	0	0	1	1	0	0	1	1	2	3	2	5	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	4	1	2	1	1	0	0	0
247	541250	413250	2	2	1	1	1	2	0	0	0	0	0	0	0	3	0	1	2	0	1	0	0	1	0	0	3	2	0	2	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	3	2	0	1	0	0	0	0	0
248	541250	413750	3	2	2	5	6	13	4	1	2	1	0	5	5	16	4	5	2	18	12	3	0	5	5	5	11	5	6	13	12	8	11	2	4	8	11	11	4	10	5	1	2	2	4	9	11	6	2	3	4	6	4	7	8	4	14	9	6	0	3	0	2	4	12	3	2	2	12	8	3	2
249	541250	414250	7	3	5	6	23	18	12	8	8	7	7	9	16	14	9	11	14	33	23	13	4	5	10	16	18	17	25	49	29	20	31	10	7	11	13	6	3	7	17	10	8	9	21	14	14	9	24	16	16	12	18	27	21	18	19	24	6	5	8	14	8	7	20	12	9	5	17	31	6	12
250	541250	414750	3	3	0	4	4	14	14	16	10	1	5	10	24	12	6	16	15	27	53	10	9	7	5	22	26	24	38	59	63	27	42	19	12	14	14	11	7	5	11	4	8	13	5	11	20	12	21	28	20	10	19	39	42	14	19	47	7	9	11	7	29	16	22	10	20	13	18	43	17	9
251	541250	415250	2	0	0	1	0	18	10	19	8	8	10	13	17	31	12	23	8	32	34	22	14	10	10	28	25	40	64	83	70	40	45	21	17	13	24	15	15	8	1	4	4	0	3	21	43	14	17	35	30	10	4	15	21	20	24	41	9	16	20	10	19	15	25	11	22	18	20	25	20	15
252	541250	415750	6	0	0	1	1	14	12	10	6	6	9	15	6	25	7	15	11	36	11	17	4	8	4	16	13	16	21	32	33	26	19	11	2	19	11	19	8	13	2	5	4	1	7	13	11	5	5	16	15	9	2	10	17	9	25	11	4	12	7	6	13	10	15	18	24	12	16	22	13	8
253	541250	416250	2	0	0	0	1	3	0	1	1	0	0	1	1	3	3	4	2	5	1	2	1	1	0	1	3	5	5	16	9	7	2	3	2	2	7	3	3	4	2	1	2	2	2	5	2	1	2	2	1	2	1	0	4	6	4	1	1	1	0	0	1	2	2	7	6	2	8	4	1	0
254	541250	416750	4	0	0	1	1	1	1	2	1	0	0	1	2	1	2	3	5	1	1	2	1	1	0	1	4	3	1	1	3	1	0	1	0	4	1	0	0	1	0	2	1	0	0	0	2	0	1	2	0	0	0	3	1	1	1	0	0	0	0	0	1	2	3	3	2	2	1	0	0	0
255	541250	417250	11	3	2	4	1	7	14	8	3	1	0	2	2	7	3	2	6	5	2	5	2	2	1	5	4	9	3	4	4	9	5	3	2	3	3	3	1	1	1	1	4	1	2	4	4	1	6	5	7	5	2	6	6	5	1	2	0	2	3	0	3	4	5	7	4	1	2	3	1	2
256	541250	417750	2	2	1	2	6	6	9	6	2	0	0	2	1	3	1	6	7	2	2	4	3	1	1	1	6	8	1	2	3	8	8	3	3	2	5	7	2	5	0	0	0	1	1	4	1	3	4	7	9	3	2	1	4	1	10	5	5	1	1	2	1	0	4	8	3	0	1	2	1	1
257	541250	418250	0	0	0	1	0	1	3	1	2	0	0	0	0	1	1	3	3	4	2	0	0	0	0	2	3	2	0	0	3	3	0	2	5	6	3	3	0	0	2	1	1	0	4	1	5	2	5	5	3	2	1	4	1	2	5	1	1	0	2	3	2	2	2	5	1	1	1	0	1	1
258	541250	418750	0	0	1	0	0	0	2	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	3	2	2	3	1	3	2	0	1	1	1	2	0	0	2	1	3	2	6	1	2	1	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0
259	541250	419250	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	2	1	0	0	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0
260	541250	419750	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0
261	541750	410250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
262	541750	410750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
263	541750	411250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
264	541750	411750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
265	541750	412250	0	0	0	1	3	2	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	2	0	0	1	0	0	0	0	1	1	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
266	541750	412750	0	3	0	0	7	1	0	1	1	0	1	2	2	1	0	3	3	1	1	2	0	0	0	0	4	2	2	0	2	2	0	2	2	3	4	2	1	1	0	0	0	1	0	0	0	1	2	3	1	2	0	0	0	1	2	0	1	0	0	2	1	1	1	0	0	0	3	1	0	1
267	541750	413250	4	3	1	3	5	1	1	1	1	2	1	1	1	0	0	1	2	3	0	1	2	0	0	1	1	3	1	1	4	2	2	2	1	3	2	1	3	1	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	1	2	1	1	0	0	0	0	1	2	0	3	1	1	0	0	0
268	541750	413750	3	6	2	5	6	0	4	4	1	1	1	2	3	4	2	6	1	3	2	1	2	1	0	2	2	2	3	1	3	1	0	1	1	1	2	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0	1	1	0	2	0	0	1	0	0
