Period	AxisYear	Year	Observed_6_10	Trend_6_10	Observed_10_14	Trend_10_14	Observed_14_18	Trend_14_18	Observed_18_22	Trend_18_22	Observed_22_26	Trend_22_26	Observed_26_30	Trend_26_30	Observed_30_34	Trend_30_34	Observed_34_38	Trend_34_38
1	1946	1946		19.5115		18.7514		17.7295		19.343		17.4281		15.9568		14.3716		13.3687
2	1946.0833	1946		19.5115		18.7514		17.7295		19.343		17.4281		15.9568		14.3716		13.3687
3	1946.167	1946		19.5115		18.7514		17.7295		19.343		17.4281		15.9568		14.3716		13.3687
4	1946.25	1946	20.64	19.5115	20.23	18.7514	20.14	17.7295	20.07	19.343	18.41	17.4281	15.84	15.9568	14.42	14.3716	12.8	13.3687
5	1946.3333	1946	20.34	19.5123	18.78	18.747	17.19	17.7185	18.72	19.3418	16.91	17.4218	14.45	15.9525	14.58	14.372	14.32	13.3714
6	1946.417	1946	17.97	19.5038	17.1	18.7434	15.1	17.7133	16.34	19.3385	14.92	17.422	14.1	15.9523	12.99	14.3708		13.3716
7	1946.5	1946	16.98	19.5039	16.88	18.7463	14.85	17.7184	16.34	19.3403		17.4306		15.9555		14.3733		13.3717
8	1946.5833	1946		19.5116		18.7432		17.7267		19.3424		17.4391		15.9587		14.3759		13.3719
9	1946.667	1946		19.5193		18.7402		17.735		19.3446		17.4476		15.9619		14.3784		13.3721
10	1946.75	1946	18.9	19.5271		18.7371		17.7433		19.3468		17.4561		15.9652		14.3809		13.3722
11	1946.8333	1946		19.527	14.95	18.7341		17.7516		19.3489		17.4647	14.4	15.9684	12.48	14.3835		13.3724
12	1946.917	1946		19.5269		18.7444		17.7599		19.3511		17.4732		15.9775		14.393		13.3726
13	1947	1947	23.3	19.5269	20.17	18.7548	22.2	17.7682	23.3	19.3533	19.2	17.4817	19.02	15.9867	16.4	14.4025		13.3727
14	1947.0833	1947		19.5206		18.7656		17.7645		19.3509		17.4989		15.9909	17.2	14.4134	15.83	13.3729
15	1947.167	1947	23.6	19.5143	23.02	18.7765	20.55	17.7608		19.3486		17.5162		15.9951		14.4217		13.369
16	1947.25	1947		19.5061		18.7761		17.7626		19.3462		17.5334		15.9993		14.43		13.3652
17	1947.3333	1947	19.53	19.498	19.01	18.7758	19.55	17.7644	19.16	19.3438	18.87	17.5506	16.67	16.0035	16.1	14.4383		13.3613
18	1947.417	1947	19.2	19.4997	19.15	18.7821	18.3	17.7588		19.3425		17.5572		16.0031		14.4393		13.3575
19	1947.5	1947	17.81	19.4955	15.85	18.7756	15	17.7411		19.3412		17.5638		16.0027		14.4403		13.3536
20	1947.5833	1947	17.15	19.4939	17	18.7859	14.97	17.7351	16.1	19.3398	14.88	17.5704	14.08	16.0024	13.58	14.4414		13.3497
21	1947.667	1947		19.4942		18.7918		17.732		19.3387		17.5774	14.75	16.002	13.9	14.4392		13.3459
22	1947.75	1947		19.4945		18.7977		17.7288		19.3376		17.5845		15.9962		14.4313		13.342
23	1947.8333	1947	19.03	19.4948		18.8036		17.7257		19.3365		17.5915		15.9903		14.4234		13.3382
24	1947.917	1947	20.15	19.4924	20.58	18.8096	18.3	17.7226	20.55	19.3354	18.3	17.5985	16.15	15.9845	13.6	14.4155		13.3343
25	1948	1948		19.4846		18.8108		17.7218		19.3345	20.3	17.6125	18.32	15.9829	16.54	14.4146	13.66	13.3304
26	1948.0833	1948		19.4768		18.8121		17.7209		19.3336		17.6274		15.981		14.4133		13.3318
27	1948.167	1948	21.25	19.4689		18.8133		17.7201		19.3327	23.9	17.6423		15.9791		14.412		13.3332
28	1948.25	1948		19.4765		18.8146		17.7193		19.3318		17.6284		15.9771		14.4107		13.3346
29	1948.3333	1948	21.7	19.4842	21.15	18.8158	18.87	17.7184	19.4	19.331		17.6144		15.9752		14.4094		13.3359
30	1948.417	1948	19.1	19.4719		18.8062		17.7087		19.327		17.6004		15.9733		14.4081		13.3373
31	1948.5	1948	17.08	19.4618	16.6	18.7966	14.44	17.699	15.3	19.323		17.5865		15.9713	11.1	14.4068	11.53	13.3387
32	1948.5833	1948	16.39	19.4592	16.08	18.7933	15.43	17.7018	14.85	19.3266	13.89	17.5725	13.46	15.9694	12.63	14.4149	11.34	13.343
33	1948.667	1948		19.4584		18.7919		17.6996		19.3353		17.5688		15.9697		14.4216		13.3481
34	1948.75	1948		19.4576		18.7905		17.6974		19.344		17.5651		15.97		14.4282		13.3532
35	1948.8333	1948	17.8	19.4568		18.789		17.6952		19.3527		17.5614		15.9704		14.4348		13.3583
36	1948.917	1948	17.56	19.4485	16.95	18.7876		17.693		19.3614		17.5578		15.9707		14.4415		13.3634
37	1949	1949	21.85	19.4627	22.82	18.8098	20	17.6908	23.15	19.3701	20.17	17.5541	17.8	15.971		14.4481	16.7	13.3685
38	1949.0833	1949	23.26	19.4655	21.93	18.8073	19.17	17.6859	23.3	19.3769	20.2	17.549	21.47	15.9784		14.4547		13.369
39	1949.167	1949	24.08	19.4666	22.59	18.808	21.18	17.6958	23.26	19.3808	21.95	17.5511	19	15.9676	16.33	14.4614	12.5	13.3694
40	1949.25	1949	20.77	19.4548	20.63	18.8035	18.62	17.6916	21.67	19.382	17.24	17.5383	15	15.9518	15.02	14.4674		13.3765
41	1949.3333	1949	18.96	19.444	17.85	18.7904	18.4	17.6924	20.28	19.3823	17.42	17.5375	14.87	15.948	14.45	14.4728	13.85	13.3836
42	1949.417	1949	17.56	19.4389	16.02	18.7851	15.54	17.6863	18.22	19.3789	15.53	17.538	14.73	15.9489	14.03	14.4789		13.3898
43	1949.5	1949	15.85	19.4341		18.7912	16.3	17.6911	17.5	19.3754	15.17	17.5415	13.67	15.9507		14.4842		13.396
44	1949.5833	1949	16.72	19.4445	15.49	18.7973	14.66	17.6875	15.7	19.3694	14.44	17.5464	13.78	15.9564	12.46	14.4894	11.4	13.4022
45	1949.667	1949	17.33	19.4504	16.2	18.8088	15.56	17.6906	15.89	19.3663	14.23	17.5534	13.5	15.9603	11.95	14.4954	11.1	13.4092
46	1949.75	1949	15.97	19.4425	16.68	18.8143	15.72	17.6887	17.09	19.366	16.1	17.5681	14.44	15.9667	12.93	14.5048	12.25	13.4193
47	1949.8333	1949	18.04	19.4479	17.6	18.8178	16.59	17.6844	17.42	19.3654	16.95	17.5759	15.08	15.9696	13.9	14.5146	14.07	13.4299
48	1949.917	1949	19.85	19.4524	20.16	18.8247	18.94	17.685	21.06	19.3742	18.95	17.5845	17.06	15.9754	15.74	14.5258	14.6	13.4381
49	1950	1950	20.57	19.444	20.93	18.8229	18.05	17.6749	22.5	19.3796	20.15	17.5921	19.7	15.9801	17.88	14.5341	17.2	13.4458
50	1950.0833	1950	20	19.4326	22.46	18.824	20.88	17.6805	22.97	19.3857	22.4	17.6028	19.1	15.975	15.85	14.5362		13.4478
51	1950.167	1950	20.85	19.4351	20.44	18.8115	17.45	17.6695	23.78	19.3894	20.49	17.5934	18.09	15.9711	15.3	14.5433		13.4499
52	1950.25	1950	18.5	19.433	17.95	18.8056	17.08	17.6744	20.44	19.3845	16.1	17.5873	15.37	15.9689	13.6	14.5542		13.4519
53	1950.3333	1950	17.23	19.4311	17.28	18.8083	16.29	17.6836	19.4	19.3847	17.6	17.6063	17.37	15.9774	16.1	14.5727	14.7	13.4539
54	1950.417	1950	17.07	19.4397	16.17	18.8151	15.16	17.6962	17.88	19.3849	16.24	17.6241	14.47	15.9719	14.43	14.5824		13.4527
55	1950.5	1950	16.83	19.4491	16.67	18.8301	15.6	17.714	17.2	19.3853	15.85	17.639		15.9731		14.5911		13.4516
56	1950.5833	1950	16.77	19.458	16.32	18.8402	15.41	17.7272	16.4	19.3848	15.2	17.6513	13.6	15.9744	13.3	14.5998	10.87	13.4504
57	1950.667	1950	16.51	19.4624	16.59	18.8503	15.14	17.7353	15.85	19.3825	15	17.6605	14.11	15.9765	12.86	14.6062	12.23	13.4523
58	1950.75	1950	16.49	19.4661	16.03	18.8511	15.12	17.7411	17.12	19.3843	15.12	17.6694	13.23	15.9746	12.75	14.6121		13.4533
59	1950.8333	1950	17.36	19.4691	17.18	18.8547	16.38	17.7481	18.62	19.3871	16.6	17.6847	15	15.9774	13.74	14.6204	12.63	13.4544
60	1950.917	1950	19.83	19.4822	18.4	18.8579	17.72	17.7587	21.08	19.3927	19.75	17.7047	16.3	15.9796	15	14.6305	14.45	13.4577
61	1951	1951	21.58	19.4858	20.41	18.8638	19.95	17.7732	24.03	19.3962	19.78	17.7119	17.16	15.9806	16.78	14.641	14.4	13.4595
62	1951.0833	1951	21.52	19.4825	19.88	18.8656	19.75	17.7826	22.26	19.3894	20	17.7235	17.13	15.9857	16.3	14.651	13.88	13.4645
63	1951.167	1951	22.31	19.4899	21.8	18.8836	18.74	17.7964	19.79	19.3825	19.82	17.7427	16.19	16.0002	15.16	14.6629	13.66	13.4713
64	1951.25	1951	21.42	19.502	21.17	18.9023	19.67	17.8238	20.57	19.3913	18.88	17.7738	16.14	16.0271	14.64	14.6801	15.08	13.4814
65	1951.3333	1951	22.02	19.5162	21.55	18.9205	18.92	17.8465	19.56	19.4018	17.56	17.7989	16.54	16.0558	13.3	14.6978	13.9	13.4872
66	1951.417	1951	22.34	19.5298	21.15	18.934	18.69	17.869	18.8	19.4114	17.77	17.8326	16.3	16.0793	14.15	14.7222		13.4929
67	1951.5	1951	21.26	19.5324	20.62	18.9417	18.26	17.8845	18.2	19.4178	16.68	17.8515	16.2	16.0986	14.72	14.7467	14	13.4986
68	1951.5833	1951	19.57	19.528	19.11	18.9392	17.5	17.8921	17.6	19.4208	15.7	17.8649	14.78	16.1078	14.1	14.7652		13.5
69	1951.667	1951	18.35	19.5229	17.61	18.9357	16.61	17.8943	17.44	19.4193	15.61	17.8763	13.65	16.1133	13.2	14.7789	12.48	13.5013
70	1951.75	1951	18.79	19.5258	19.08	18.9389	17.55	17.8995	18.39	19.4168	16.43	17.8872	14.48	16.1235	14.29	14.7933	13.67	13.502
71	1951.8333	1951	19.85	19.5247	18.46	18.9295	18.66	17.8987	19.73	19.412	17.37	17.8945	15.28	16.1314	14.84	14.8037	13.03	13.4989
72	1951.917	1951	19.1	19.5127	19.66	18.9253	18.8	17.8947	20.3	19.4065	19.12	17.903	16.03	16.1406	13.6	14.8113	12.75	13.4966
73	1952	1952	21.06	19.5129	21.11	18.9256	20.67	17.8986	23.2	19.4081	21.11	17.9138	17.91	16.1564	17.22	14.8295	14.42	13.4988
74	1952.0833	1952	22.9	19.5167	24.03	18.9328	22.37	17.9044	25	19.4095	22.5	17.9213	21.13	16.179	18.97	14.847	11.4	13.5028
75	1952.167	1952	21.59	19.5069	20.88	18.9171	20.45	17.8974	22.23	19.3977	20.31	17.9143	18.84	16.1879	17.29	14.8557	16.11	13.5176
76	1952.25	1952	19.92	19.5081	20.4	18.9192	18.46	17.8912	22.68	19.3918	20	17.923	18.33	16.1994	16.44	14.8631	14.1	13.5267
77	1952.3333	1952	20.18	19.5143	19.28	18.9178	17.01	17.8904	19	19.3778	19.07	17.9197	16.83	16.2038	14.88	14.866		13.5353
78	1952.417	1952	18.15	19.5091	18	18.9162	16.55	17.8975	18.07	19.3688	16.4	17.9083	16.55	16.2058	14.73	14.8698	13.3	13.544
79	1952.5	1952	16.96	19.508	16.49	18.9143	15.6	17.9032	17.8	19.3605		17.8991	15.3	16.2032	14.33	14.8724	12.94	13.5515
80	1952.5833	1952	16.02	19.5086	16.67	18.9182	15.6	17.9127	15.53	19.348	14.27	17.8899	13.08	16.1971	11.26	14.8699	11.1	13.5579
81	1952.667	1952	15.98	19.5122	15.88	18.9188	17.05	17.9239	17.9	19.3414	16.04	17.8932	14.63	16.2009	13.42	14.8778		13.5671
82	1952.75	1952	16.47	19.5177	16.35	18.9196	16.39	17.9216	16.84	19.3247	16.44	17.8869	14.8	16.2002	14.4	14.883	11.83	13.5763
83	1952.8333	1952	17.78	19.5219	16.88	18.9189	17.05	17.9182	17.97	19.3099	16.53	17.874	14.54	16.1947	13.55	14.8829	13.8	13.5881
84	1952.917	1952	19.68	19.5298	19.82	18.9269	20	17.9239		19.2991		17.8703	17.2	16.198	15.6	14.8886		13.5987
85	1953	1953	21.54	19.5334	21.03	18.928	19.72	17.9166		19.2884		17.8665		16.1983		14.8939	18.3	13.6093
86	1953.0833	1953	23.03	19.539	21.32	18.9293	19.95	17.915	18.88	19.2777	20.37	17.8627	18.83	16.1985	18.77	14.8992	14.7	13.6109
87	1953.167	1953	24.84	19.5521	23.68	18.9434	19.41	17.9204	21.2	19.285	22.2	17.8692	18.34	16.2022	17.05	14.8967		13.6137
88	1953.25	1953	24.18	19.5617	22.24	18.9485	20.71	17.9377	21.75	19.2958	19.09	17.8634	17.79	16.2096	15.27	14.8938	13.3	13.6165
89	1953.3333	1953	22.08	19.5537	20.87	18.9467	18.85	17.9422	19.82	19.2998	19.45	17.8591	17.71	16.2136	16.7	14.8939	16	13.6223
90	1953.417	1953	20.96	19.5522	20	18.9466	18.7	17.949	18.53	19.3013		17.8416	16.7	16.2067		14.8841		13.6207
91	1953.5	1953	19.56	19.5492	18.5	18.9434	16.86	17.9456	17.77	19.3016	15.54	17.824	13.96	16.194	12.86	14.8742	11.83	13.6192
92	1953.5833	1953	19.59	19.5535	18.62	18.9438	16.95	17.9457	17.6	19.3011	16.1	17.8134	15	16.1901	13.48	14.869	12.97	13.6212
93	1953.667	1953	18.75	19.549	17.35	18.9376	16.51	17.9404	18.02	19.2966	15.99	17.794	14.67	16.1796	13.76	14.8615	14.4	13.6205
94	1953.75	1953	18.83	19.5466	17.63	18.9313	16.58	17.9331	18.7	19.2876	15.71	17.7666	13.06	16.1637	13.12	14.8502	12.5	13.6129
95	1953.8333	1953	19.17	19.5379	18.15	18.9212	18.04	17.9253	20	19.2746	16.1	17.7404	14.43	16.1564	13.9	14.8407	12.97	13.6063
96	1953.917	1953	18.84	19.5244	18.72	18.909	19.13	17.9162	21.1	19.2595	19.12	17.7269	17.89	16.1575	16.26	14.8344	14.33	13.6014
97	1954	1954	19.19	19.5132	19.04	18.8999	18.68	17.9037	21.32	19.2443	20.14	17.708	17.79	16.1483	15.13	14.8222	15	13.5963
98	1954.0833	1954	23.05	19.5271	22.81	18.9082	21.86	17.9105	23.43	19.2395	20.73	17.6914	19.2	16.1453	16.96	14.8199	15.15	13.5929
99	1954.167	1954	22.29	19.5179	21.23	18.8944	22.03	17.9052	24.49	19.2295	20.8	17.6763	19.03	16.1406	16.15	14.8165	12.64	13.5874
100	1954.25	1954	17.46	19.4965	16.61	18.8751	16.41	17.8778	20.14	19.2059	19.37	17.6621	16.25	16.1304	15.77	14.8152	15	13.5893
101	1954.3333	1954	17.58	19.4989	17.59	18.8799	16.6	17.8738	18.45	19.1884	16.71	17.6373	14.2	16.1238	14.04	14.811	12.71	13.5868
102	1954.417	1954	16.67	19.5003	16.61	18.8828	15.12	17.872	17.4	19.1746	16.69	17.6276	15.36	16.1276	14.64	14.8103	13.3	13.588
103	1954.5	1954	16.07	19.5032	15.86	18.886	14.85	17.8753	16.27	19.1613	15.58	17.6098	14.27	16.1302	13.54	14.8078	12.35	13.5878
104	1954.5833	1954	15.49	19.5066	15.67	18.8894	14.71	17.8798	15.98	19.1496	15.3	17.5918	15	16.1342	13.87	14.8058	12.83	13.589
105	1954.667	1954	15.21	19.5085	14.73	18.8899	14.51	17.8825	15.14	19.1353	13.79	17.5672	12.82	16.1287	12.37	14.7984	11.1	13.587
106	1954.75	1954	15.28	19.5116	14.69	18.8927	15.1	17.8874	16.58	19.1261	14.63	17.5537	13.73	16.1325	12.4	14.7939	12.8	13.589
107	1954.8333	1954	17.23	19.5198	18.35	18.9074	17.44	17.8946	19.45	19.117	16.47	17.5468	16.47	16.1399	13.6	14.7936		13.5902
108	1954.917	1954	18.41	19.5246	18.81	18.9063	18.67	17.8985	20.12	19.0993	17.77	17.5422	16.79	16.1408	15.56	14.7974	16.27	13.5914
109	1955	1955	21.95	19.5371	20.87	18.9053	21.06	17.8997	22.04	19.0769	21.54	17.5473	20.33	16.1451	19.4	14.8016		13.5866
110	1955.0833	1955	19.29	19.517	18.31	18.8879	17.36	17.8826	14.2	19.0426		17.5339	19.43	16.1373	16.12	14.7924		13.5818
111	1955.167	1955	21.11	19.5286	19.12	18.8898	18.59	17.8916	18.5	19.0476	19.83	17.5206	19.1	16.1283	16.93	14.7895	16.7	13.5769
112	1955.25	1955	19.45	19.5338	17.42	18.895	17.95	17.9054	18.18	19.0595	17	17.5114	16.11	16.1139	14.38	14.7833	13.53	13.5657
113	1955.3333	1955	16.68	19.5262	16.62	18.9032	17.86	17.9202	15.62	19.0734	14.93	17.5101	12.32	16.1025	10.92	14.7796	12.6	13.5561
114	1955.417	1955	17.18	19.5422	16.12	18.9181	15.6	17.9269	17.9	19.0995		17.5328	15.83	16.1148	15.6	14.7948	13.7	13.5505
115	1955.5	1955	18.15	19.5613	17.05	18.9397	15.29	17.9382	16.06	19.1154	13.87	17.5555	13.62	16.118	12.7	14.7993	12.5	13.5418
116	1955.5833	1955	16.49	19.5642	16.8	18.9527	14.43	17.9487	16.1	19.1313	14.85	17.5907	12.95	16.1243	11.65	14.8072	10.93	13.5334
117	1955.667	1955	16.45	19.5719	15.56	18.9585	14.77	17.962	15.24	19.1428	13.75	17.6198	12.92	16.1349	12.04	14.8206	11.4	13.5281
118	1955.75	1955	16.38	19.5784	16.02	18.9659	14.1	17.9735	16.68	19.1595	14.86	17.6604	13.89	16.1508	13.68	14.8384	12.07	13.5246
119	1955.8333	1955	17.68	19.5868	16.49	18.9706	19.03	17.9997	20.34	19.1783	18.9	17.7103	16.5	16.167	16.95	14.8557		13.522
120	1955.917	1955	19.15	19.5963	18.81	18.9823	17.01	18.0026	20.31	19.187	19.07	17.7399	15.85	16.1746		14.8612	10.6	13.5194
121	1956	1956	21.11	19.6047	20	18.9894	20.56	18.022	21.63	19.1977	21.47	17.7716	19.57	16.1909	17.88	14.8667	16.59	13.5294
122	1956.0833	1956	21.32	19.6057	19.79	18.9945	18.88	18.0317	24.22	19.213	21.52	17.7942	18.45	16.1984	16.7	14.8682		13.534
123	1956.167	1956	21.81	19.615	21.28	19.0121	21.1	18.0599	21.4	19.2137	20.12	17.8118	18.51	16.2108	16.4	14.8721	15.1	13.5387
124	1956.25	1956	20.79	19.6289	20.4	19.0282	20.08	18.0788	18.6	19.2179	17.97	17.8406	17.6	16.2236	15.38	14.8774	13.33	13.542
125	1956.3333	1956	20.61	19.6411	17.85	19.0347	16.91	18.0871	18.51	19.2341	21.12	17.8834	14.08	16.2301	14.12	14.8823	12.4	13.5467
126	1956.417	1956	19.6	19.6504	19.22	19.0588	17.37	18.1097	17.2	19.2508	15.2	17.8881	15.57	16.2502	13.8	14.8896	11.3	13.5551
127	1956.5	1956	19.59	19.6636	17.89	19.0711	16.05	18.1255	16.95	19.2686	16.19	17.9109	15.47	16.269	14.54	14.9001	13.64	13.5688
128	1956.5833	1956	17.86	19.6663	16.91	19.0803	15.73	18.1429	16.26	19.2839	14.37	17.9277	13.25	16.2805	12.72	14.9051		13.5787
129	1956.667	1956	17.38	19.6716	16.2	19.0904	15.11	18.1579	15.35	19.2964		17.9545	14.4	16.2996	12.97	14.9123	12.2	13.5886
130	1956.75	1956	17.09	19.677	16.13	19.102	16.26	18.1779	16.81	19.3145	15.34	17.9813	13.83	16.3162	13.06	14.9199	12.67	13.5985
131	1956.8333	1956	18.61	19.6865	19.58	19.1236	18.41	18.1953	20.05	19.3343	18.08	18.0149	17.39	16.3388	16.82	14.9316	12.8	13.6081
132	1956.917	1956	19.24	19.6899	20.27	19.1292	18.34	18.2031	20.13	19.3457	19.07	18.0402	17.52	16.3505	17.12	14.9328	14.66	13.6199
133	1957	1957	19.5	19.6909	18.75	19.1267	17.71	18.2118	21.7	19.3591		18.0664	18.97	16.3613	16.4	14.9276	15.55	13.6308
134	1957.0833	1957	25.53	19.7294	22.37	19.1545	20.63	18.2472	20.15	19.3742	20.25	18.0926	19.78	16.3742	16.98	14.9272	14.56	13.6411
135	1957.167	1957	25.66	19.7397	25.11	19.186	22.69	18.2871	22.35	19.4032	22.15	18.134	19.74	16.3857	17.44	14.9279	13.69	13.6523
136	1957.25	1957	24.09	19.7495	23.59	19.2044	21.54	18.3145	22.22	19.4321	21.1	18.1683	18.05	16.3941		14.9256		13.6673
137	1957.3333	1957	25.28	19.7674	23.46	19.2192	20.98	18.3368	21.5	19.4548	19.68	18.1865	17.22	16.4012	15.71	14.9233	15.03	13.6823
138	1957.417	1957	23.65	19.7691	22.03	19.2268	19.1	18.3513	17.65	19.466	17.78	18.1975	16.7	16.4036	14.44	14.9165	14.4	13.6938
139	1957.5	1957	22.45	19.7681	21.4	19.2319	20	18.3673		19.4831	17.2	18.2027	16.04	16.4034	15.04	14.9112	13.88	13.7017
140	1957.5833	1957	19.03	19.7536	18.72	19.2251	16.69	18.3627	16.17	19.5003	15.61	18.2006	14.99	16.3983	12.64	14.8988	12.68	13.7068
141	1957.667	1957	19.04	19.755	18.45	19.2277	16.11	18.3641	18.7	19.5235	15.77	18.2023	14.82	16.3916	12.8	14.8893	12.8	13.7107
142	1957.75	1957	18.79	19.7538	19.03	19.2302	17.16	18.3716	19.05	19.5379	16.58	18.2044	14.75	16.3826	13.32	14.8807	12.68	13.7133
143	1957.8333	1957	19.06	19.7493	18.86	19.2254	17.86	18.3755	20.17	19.5478	17.86	18.2037	15.54	16.3726	14.09	14.8721	12.41	13.7159
144	1957.917	1957	20.6	19.7524	20.77	19.2297	19.58	18.3864	22.33	19.5576	20	18.2038	17.67	16.3667	15.66	14.8658	17.08	13.7234
145	1958	1958	23.46	19.7608	23.42	19.2384	21.8	18.3995	22.2	19.5626	20.6	18.197	18.3	16.3555	15.71	14.8577	16.06	13.7223
146	1958.0833	1958	24.74	19.7616	24.48	19.2394	23.1	18.4104	24.21	19.5751	22.02	18.1966	18.25	16.3485	16.6	14.8559	14.28	13.7198
147	1958.167	1958	25.36	19.7631	22.87	19.2297	21.44	18.4109	22.73	19.5811	21.84	18.191	20.24	16.3494	18.4	14.8565	15.67	13.7203
148	1958.25	1958	22.55	19.7552	21.06	19.2276	20.53	18.4157	21.87	19.5907	19.47	18.1811	17.18	16.3384	15.09	14.8475	13.76	13.7181
149	1958.3333	1958	21.5	19.7507	21.18	19.2309	19.47	18.4192	20.87	19.6006	18.85	18.1712	15.79	16.3283	14.15	14.841	13.85	13.7173
150	1958.417	1958	20.85	19.7508	19.27	19.2272	17.67	18.4205	19.28	19.6067	16.22	18.1558	14.6	16.3192	13.65	14.8366	13.16	13.7164
151	1958.5	1958	19.7	19.7462	18.4	19.2253	17.88	18.4256	18.63	19.6107	16.21	18.1469	15.12	16.318	13.58	14.8351	14.01	13.7159
152	1958.5833	1958	17.78	19.7368	17.1	19.221	16.08	18.4225	17.35	19.611	15.67	18.1371	14.25	16.3132	13.33	14.8334	13.3	13.7118
153	1958.667	1958	17.93	19.736	17.05	19.2224	16.55	18.4244	17.61	19.6105	15.81	18.1263	14.43	16.3085	13.14	14.8297	12.51	13.7044
154	1958.75	1958	18.12	19.7341	17.59	19.2232	16.65	18.4231	18.24	19.6088	16.31	18.1127	14.73	16.3017	13.31	14.8253	12.48	13.6966
155	1958.8333	1958	19.08	19.7303	18.83	19.2219	18.21	18.4232	20.04	19.606	17.68	18.0963	15.74	16.292	14.26	14.8211	13.03	13.6894
156	1958.917	1958	20.67	19.7279	20.63	19.2205	20.06	18.425	20.87	19.6009	17.88	18.0762	16.85	16.2824	15.3	14.818	12.75	13.6832
157	1959	1959	20.28	19.7121	21.03	19.2136	20.06	18.42	22.39	19.598	19.72	18.0689	17.57	16.2723	15.86	14.8152	13.91	13.6822
158	1959.0833	1959	23.3	19.719	22.75	19.2154	22.14	18.4283	22.87	19.5969	21.16	18.0703	18.77	16.27	17.12	14.8175	14.7	13.6854
159	1959.167	1959	24.07	19.7202	23.64	19.2168	22.61	18.4333	21.98	19.595	21.52	18.0708	18.44	16.2678	16.36	14.8181	15.41	13.6892
160	1959.25	1959	21.9	19.7147	20.85	19.2092	19.8	18.4265	21.84	19.5975	18.99	18.0648	17.08	16.2668	16.17	14.8207	14.94	13.6913
161	1959.3333	1959	21.75	19.7132	20.61	19.2062	19.68	18.4267	19.59	19.5957	17.84	18.0604	16.51	16.2659	14.03	14.8187	12.49	13.6901
162	1959.417	1959	19.64	19.7015	18.41	19.1968	18.01	18.4207	17.78	19.5936	16.37	18.0588	14.97	16.2597	14.01	14.8201	12.01	13.6932
163	1959.5	1959	17.77	19.6899	17	19.1908	16.39	18.4112	17.36	19.5941	15.82	18.0581	14.34	16.2574	13.88	14.8227	12.69	13.6995
164	1959.5833	1959	17.02	19.6859	17.09	19.1915	15.58	18.4057	16.75	19.5938	15.14	18.0582	14.12	16.257	12.77	14.8231	11.81	13.7054
165	1959.667	1959	16.99	19.6837	16.56	19.1911	15.75	18.4046	16.72	19.5915	15.43	18.0614	13.75	16.256	12.28	14.8242	11.64	13.712
166	1959.75	1959	17.57	19.683	17.6	19.193	17.11	18.4061	17.37	19.5894	16.32	18.0646	14.35	16.2567	13.96	14.8293	10.6	13.72
167	1959.8333	1959	18.47	19.6779	19.05	19.1904	18.11	18.4021	19.02	19.5881	17.84	18.0652	16.16	16.2569	15.04	14.8312	14.44	13.7351
168	1959.917	1959	19.43	19.672	19.64	19.1825	19.85	18.4012	20.47	19.5881	19	18.0629	15.78	16.253	14.5	14.8305	14.66	13.7467
169	1960	1960	21.52	19.6705	21.64	19.1798	22.14	18.3985	22.71	19.5911	20.99	18.0643	19.86	16.2601	19.21	14.8381	16.14	13.7587
170	1960.0833	1960	23.01	19.6672	22.21	19.1743	20.55	18.3848	22.7	19.5929	21.87	18.0643	19.05	16.2579	17.93	14.834	16.57	13.769
171	1960.167	1960	22.44	19.6579	22.42	19.1702	21.26	18.3838	23.4	19.5962	21.33	18.0591	19.5	16.2578	18.5	14.8281	16.3	13.7752
172	1960.25	1960	20.3	19.6505	20.77	19.1652	20.38	18.3809	20.96	19.595	19.53	18.053	17.77	16.2528	15.2	14.8135	14.58	13.7779
173	1960.3333	1960	19.32	19.6448	19.17	19.157	18.73	18.3726	20.94	19.5978	18.05	18.044	15.75	16.2437	13.74	14.8009	15.6	13.7803
174	1960.417	1960	18.67	19.6435	18.44	19.1551	17.04	18.3644	18.28	19.5924	16.3	18.0358	14.58	16.2363	13.52	14.7928	13.72	13.7775
175	1960.5	1960	17.82	19.6408	17.55	19.1531	16.75	18.3606	17.32	19.5879	15.8	18.0304	14.62	16.2353	13.9	14.7879	13.42	13.7738
176	1960.5833	1960	17.26	19.6398	17.24	19.1514	16.31	18.3557	16.26	19.5837	15.18	18.0257	13.68	16.2325	12.64	14.7799	11.93	13.7684
177	1960.667	1960	17.27	19.6386	16.55	19.1476	15.79	18.348	16.54	19.5813	15.02	18.0228	13.39	16.232	12.84	14.7733	12.13	13.7642
178	1960.75	1960	17.3	19.6355	16.64	19.1443	16.46	18.3422	17.86	19.5807	16.43	18.0245	14.42	16.2347	12.43	14.7659	13.08	13.7606
179	1960.8333	1960	18.62	19.6344	18.95	19.1463	17.97	18.3373	19.13	19.5785	17.22	18.0209	15.06	16.2352	13.15	14.7621	12.6	13.7556
180	1960.917	1960	20.67	19.6365	20.69	19.1442	19.76	18.3353	21.67	19.5782	20.37	18.0236	17.7	16.2414	16.12	14.765	15.68	13.7545
181	1961	1961	22.64	19.6341	21.96	19.136	22.31	18.3324	21.72	19.5736	20.87	18.0128	18.92	16.2414	17.3	14.764	14.94	13.7495
182	1961.0833	1961	22.26	19.6184	21.4	19.1206	21.69	18.318	23.36	19.5761	21.43	18.0031	19.14	16.2404	16.86	14.7603	14.73	13.7458
